,Structure_x,ID,Level_x,zscore_x,Level_y,Structure_y,zscore_y,uniprot,GO
178405,parahippocampal gyrus,SUPT7L,8.4858,1.0506612316010826,7.835,fastigial nucleus,0.8414273119426139,O94864,"[u'GO:0003713', u'GO:0005515', u'GO:0005634', u'GO:0005634', u'GO:0006325', u'GO:0006351', u'GO:0006355', u'GO:0030914', u'GO:0043966', u'GO:0051457', u'GO:0004402']"
178469,parahippocampal gyrus,ATP2C2,8.7851,1.1633308003053067,8.1516,trochlear nucleus,0.9627669518635291,A0A0A0MSP0,"[u'GO:0005388', u'GO:0005524', u'GO:0016021', u'GO:0046872', u'GO:0070588']"
178895,parahippocampal gyrus,LTF,8.395,1.0164801529564336,8.2442,"inferior frontal gyrus, opercular part",0.9982566886186669,P02788,"[u'GO:0001503', u'GO:0001817', u'GO:0001895', u'GO:0002227', u'GO:0003677', u'GO:0004252', u'GO:0005506', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005576', u'GO:0005576', u'GO:0005615', u'GO:0005615', u'GO:0005615', u'GO:0005634', u'GO:0005737', u'GO:0006351', u'GO:0006508', u'GO:0006826', u'GO:0006959', u'GO:0008199', u'GO:0008201', u'GO:0019731', u'GO:0019732', u'GO:0030141', u'GO:0031665', u'GO:0032680', u'GO:0032780', u'GO:0033214', u'GO:0033690', u'GO:0034145', u'GO:0042581', u'GO:0043066', u'GO:0043123', u'GO:0043539', u'GO:0045071', u'GO:0045669', u'GO:0048525', u'GO:0051092', u'GO:0051701', u'GO:0052572', u'GO:0060349', u'GO:0070062', u'GO:0070062', u'GO:0070062', u'GO:0071902', u'GO:0090382', u'GO:0097013', u'GO:0097013', u'GO:1900159', u'GO:1900229', u'GO:1902732', u'GO:2000308', u'GO:2001205']"
179085,parahippocampal gyrus,LTC4S,1.7106,1.49981942955781,4.7161,pineal gland,0.35391761209194744,Q16873,"[u'GO:0004364', u'GO:0004464', u'GO:0004602', u'GO:0005515', u'GO:0005515', u'GO:0005635', u'GO:0005635', u'GO:0005635', u'GO:0005635', u'GO:0005635', u'GO:0005635', u'GO:0005635', u'GO:0005635', u'GO:0005640', u'GO:0005783', u'GO:0005789', u'GO:0006691', u'GO:0006691', u'GO:0008047', u'GO:0008289', u'GO:0016021', u'GO:0019369', u'GO:0019370', u'GO:0019372', u'GO:0043085', u'GO:0043231', u'GO:0044281', u'GO:0055114', u'GO:2001300']"
179183,parahippocampal gyrus,ZNF423,8.8106,1.1729301120392117,8.1479,head of the caudate nucleus,0.9613488954273086,A0A087WV99, 
179223,parahippocampal gyrus,SEC14L2,8.6201,1.1012176067329817,8.0982,central glial substance,0.942300948162402,O76054,"[u'GO:0005215', u'GO:0005543', u'GO:0005634', u'GO:0005737', u'GO:0006351', u'GO:0006810', u'GO:0008431', u'GO:0016021', u'GO:0045540', u'GO:0045893', u'GO:0070062']"
179533,parahippocampal gyrus,CD58,2.6163,1.1588744633853563,3.2755,postcentral gyrus,0.9060398018268504,P19256,"[u'GO:0005102', u'GO:0005515', u'GO:0005886', u'GO:0005887', u'GO:0007155', u'GO:0007596', u'GO:0009986', u'GO:0016020', u'GO:0016337', u'GO:0031225', u'GO:0034113', u'GO:0050900', u'GO:0070062', u'GO:0071346', u'GO:0071356', u'GO:2000484']"
179543,parahippocampal gyrus,CD63,9.6188,1.4771718274643824,7.7387,dentate gyrus,0.8045195187512553,P08962,"[u'GO:0002092', u'GO:0002576', u'GO:0005515', u'GO:0005765', u'GO:0005765', u'GO:0005886', u'GO:0005887', u'GO:0007160', u'GO:0007596', u'GO:0009986', u'GO:0010008', u'GO:0010008', u'GO:0015031', u'GO:0016477', u'GO:0030168', u'GO:0031088', u'GO:0031226', u'GO:0031226', u'GO:0031902', u'GO:0031904', u'GO:0034613', u'GO:0035646', u'GO:0042470', u'GO:0048757', u'GO:0070062', u'GO:0070062', u'GO:0070062', u'GO:0070062', u'GO:0070062', u'GO:0070062', u'GO:0097487', u'GO:1900746', u'GO:2000680', u'GO:2001046', u'GO:2001046']"
179573,parahippocampal gyrus,ITPKC,2.3177,1.2712805215713943,3.1446,lateral tuberal nucleus,0.9562083389893513,Q96DU7,"[u'GO:0005516', u'GO:0005524', u'GO:0005634', u'GO:0005829', u'GO:0008440', u'GO:0016310', u'GO:0043647', u'GO:0043647', u'GO:0044281']"
179583,parahippocampal gyrus,SLAIN1,2.0159,1.3848911992691382,3.0751,central medullary reticular group,0.9828448044805188,A0A0A0MSS3, 
179619,parahippocampal gyrus,FCHO1,8.4859,1.050698875960824,7.9977,trochlear nucleus,0.903783469286685,O14526,"[u'GO:0005515', u'GO:0005886', u'GO:0005905', u'GO:0005905', u'GO:0035612', u'GO:0048268', u'GO:0072583', u'GO:0030136']"
179819,parahippocampal gyrus,SLC30A9,2.3893,1.2443271599969792,3.7682,substantia nigra,0.7172083407117686,Q6PML9,"[u'GO:0003682', u'GO:0003700', u'GO:0005634', u'GO:0005856', u'GO:0006289', u'GO:0006351', u'GO:0006829', u'GO:0008324', u'GO:0016021', u'GO:0016922', u'GO:0030374', u'GO:0045944', u'GO:0098655']"
179828,parahippocampal gyrus,BLM,9.3031,1.358328583762667,7.9792,dentate gyrus,0.8966931871055827,P54132,"[u'GO:0000079', u'GO:0000228', u'GO:0000405', u'GO:0000723', u'GO:0000724', u'GO:0000729', u'GO:0000733', u'GO:0000800', u'GO:0001673', u'GO:0002039', u'GO:0003697', u'GO:0004003', u'GO:0004003', u'GO:0004386', u'GO:0004386', u'GO:0004386', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'occurs_in(GO:0005634)', u'GO:0005515', u'GO:0005515', u'occurs_in(GO:0005634)', u'GO:0005515', u'GO:0005515', u'occurs_in(GO:0005634)', u'GO:0005515', u'GO:0005515', u'occurs_in(GO:0005634)', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005524', u'GO:0005634', u'GO:0005634', u'GO:0005634', u'GO:0005657', u'GO:0005730', u'GO:0005737', u'GO:0006281', u'GO:0006310', u'GO:0006310', u'GO:0006974', u'GO:0006974', u'GO:0007095', u'GO:0008026', u'GO:0009378', u'GO:0009378', u'GO:0010165', u'GO:0016363', u'GO:0016605', u'GO:0016887', u'GO:0031297', u'GO:0032508', u'GO:0032508', u'GO:0032508', u'GO:0032508', u'GO:0032508', u'GO:0032508', u'GO:0036310', u'GO:0043140', u'GO:0045120', u'GO:0045893', u'GO:0045910', u'GO:0045950', u'GO:0046632', u'GO:0046641', u'GO:0048478', u'GO:0051098', u'GO:0051259', u'GO:0051782', u'GO:0051880', u'GO:0070244', u'GO:0071479', u'GO:0072711', u'GO:0072757', u'GO:0000781', u'GO:0016605']"
179858,parahippocampal gyrus,TIMELESS,2.178,1.3238696921292963,3.051,inferior olivary complex,0.9920813342407653,Q9UNS1,"[u'GO:0000122', u'GO:0000790', u'GO:0002009', u'GO:0005515', u'GO:0005515', u'GO:0005634', u'GO:0005634', u'GO:0005634', u'GO:0045892', u'GO:0005730', u'GO:0006351', u'GO:0006974', u'GO:0007067', u'GO:0007623', u'GO:0009582', u'GO:0009628', u'GO:0015630', u'GO:0030324', u'GO:0042752', u'GO:0042803', u'GO:0044770', u'GO:0045892', u'GO:0046982', u'GO:0048754', u'GO:0051301', u'GO:0042127']"
180271,parahippocampal gyrus,RAD50,3.0051,1.0125131927131135,3.6414,substantia nigra,0.7658055180395389,Q92878,"[u'GO:0000019', u'GO:0000723', u'GO:0000724', u'GO:0000737', u'GO:0000784', u'GO:0003677', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'occurs_in(GO:0005634)', u'GO:0005515', u'GO:0005524', u'GO:0005654', u'GO:0005654', u'GO:0005654', u'GO:0005654', u'GO:0005654', u'GO:0005654', u'GO:0005654', u'GO:0006281', u'GO:0006281', u'GO:0006302', u'GO:0006302', u'GO:0006310', u'GO:0006974', u'GO:0007004', u'GO:0007131', u'GO:0016020', u'GO:0030674', u'GO:0030870', u'GO:0030870', u'GO:0031954', u'GO:0032508', u'GO:0033674', u'GO:0035861', u'GO:0045120', u'GO:0046872', u'GO:0090305', u'GO:0000014', u'GO:0004003', u'GO:0008408']"
180295,parahippocampal gyrus,FAM208B,2.6596,1.1425744556175883,3.1546,"globus pallidus, internal segment",0.9523757540265936,Q5VWN6,"[u'GO:0005634', u'GO:0005654', u'GO:0005737']"
180305,parahippocampal gyrus,CARD18,9.1625,1.3054006139670975,8.138,habenular nuclei,0.9575546363141783,P57730,"[u'GO:0004869', u'GO:0005575', u'GO:0006954', u'GO:0010951', u'GO:0042981']"
180435,parahippocampal gyrus,PEX12,2.3017,1.2773036191299227,3.065,dentate gyrus,0.9867157152929042,A0A075B773,"[u'GO:0005779', u'GO:0006625', u'GO:0008022', u'GO:0008270']"
180555,parahippocampal gyrus,BLMH,8.7223,1.1396901423880825,7.7496,dentate gyrus,0.8086970363606615,Q13867,"[u'GO:0000209', u'GO:0002474', u'GO:0004177', u'GO:0004180', u'GO:0004197', u'GO:0005515', u'GO:0005634', u'GO:0005634', u'GO:0005654', u'GO:0005737', u'GO:0005829', u'GO:0006508', u'GO:0008234', u'GO:0009636', u'GO:0042493', u'GO:0070062', u'GO:0070062']"
180660,parahippocampal gyrus,TWIST1,8.6589,1.1158236183124128,7.9366,dentate gyrus,0.8803663751642343,Q15672,"[u'GO:0000122', u'GO:0000981', u'GO:0001503', u'GO:0001649', u'GO:0001701', u'GO:0001764', u'GO:0001843', u'GO:0003180', u'GO:0003183', u'GO:0003203', u'GO:0003253', u'GO:0005515', u'occurs_in(GO:0005634)', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'occurs_in(GO:0005634)', u'GO:0005634', u'GO:0005634', u'GO:0006366', u'GO:0007517', u'GO:0008134', u'GO:0010628', u'GO:0010718', u'GO:0014067', u'GO:0019904', u'GO:0030500', u'GO:0032000', u'GO:0032720', u'GO:0032760', u'GO:0033128', u'GO:0035067', u'GO:0035115', u'GO:0035116', u'GO:0035359', u'GO:0042473', u'GO:0042476', u'GO:0042733', u'GO:0042803', u'GO:0043066', u'GO:0043066', u'GO:0043425', u'GO:0043433', u'GO:0043518', u'GO:0045668', u'GO:0045766', u'GO:0045892', u'GO:0045944', u'GO:0045944', u'GO:0046982', u'GO:0048511', u'GO:0048642', u'GO:0048701', u'GO:0048701', u'GO:0050679', u'GO:0060021', u'GO:0060363', u'GO:0060900', u'GO:0061029', u'GO:0070888', u'GO:0070888', u'GO:0071363', u'GO:0071456', u'GO:0071639', u'GO:2000147', u'GO:2000147', u'GO:2000276', u'GO:2000679', u'GO:2000773', u'GO:2000778', u'GO:2000780', u'GO:2000793', u'GO:2000802']"
180670,parahippocampal gyrus,GLTSCR2,2.205,1.3137057149992792,3.1934,cingulum bundle,0.9375053243710928,Q9NZM5,"[u'GO:0005622', u'GO:0005730', u'GO:0008150', u'GO:0043231', u'GO:0044822', u'GO:0044822']"
180690,parahippocampal gyrus,CRYAB,1.5802,1.5489076746598174,3.6159,cingulum bundle,0.7755786096945716,A0A024R3B9,"[u'GO:0001666', u'GO:0002088', u'GO:0005212', u'GO:0005739', u'GO:0005794', u'GO:0005829', u'GO:0005886', u'GO:0006457', u'GO:0007021', u'GO:0007517', u'GO:0007568', u'GO:0008017', u'GO:0009986', u'GO:0010629', u'GO:0015630', u'GO:0030018', u'GO:0030308', u'GO:0031109', u'GO:0032355', u'GO:0032432', u'GO:0042542', u'GO:0042542', u'GO:0043154', u'GO:0051403', u'GO:0060561', u'GO:2000378']"
180700,parahippocampal gyrus,CRYBA1,1.6248,1.532118290215419,5.416,dorsal motor nucleus of the vagus,0.08567499054852187,P05813,"[u'GO:0002088', u'GO:0003674', u'GO:0005212', u'GO:0005515', u'GO:0005634', u'GO:0005737', u'GO:0007601', u'GO:0007601', u'GO:0042803']"
181092,parahippocampal gyrus,CRYBB3,11.0566,2.0184224318176494,6.1711,substantia nigra,0.203723499989327,P26998,"[u'GO:0005212', u'GO:0007601']"
181548,parahippocampal gyrus,ANXA5,9.1882,1.315075214420484,7.205,substantia nigra,0.5999744592888663,P08758,"[u'GO:0004859', u'GO:0005509', u'GO:0005543', u'GO:0005544', u'GO:0005622', u'GO:0005737', u'GO:0005925', u'GO:0007165', u'GO:0007596', u'GO:0009897', u'GO:0010033', u'GO:0016020', u'GO:0043066', u'GO:0043086', u'GO:0050819', u'GO:0070062', u'GO:0070062', u'GO:0070062', u'GO:0070062', u'GO:0070062', u'GO:0072563']"
181593,parahippocampal gyrus,ANXA6,1.583,1.5478536325870746,3.0437,nucleus subceruleus,0.9948791212635786,P08133,"[u'GO:0005509', u'GO:0005515', u'GO:0005525', u'GO:0005544', u'GO:0005765', u'GO:0005925', u'GO:0006816', u'GO:0006937', u'GO:0008289', u'GO:0015276', u'GO:0015485', u'GO:0016020', u'GO:0031902', u'GO:0034220', u'GO:0042470', u'GO:0042803', u'GO:0048306', u'GO:0048471', u'GO:0051260', u'dependent_on(CHEBI:29108),dependent_on(GO:0005525)', u'GO:0070062', u'GO:0070062', u'GO:0070062', u'GO:0070062', u'GO:0070062']"
181853,parahippocampal gyrus,ANXA2,2.3234,1.2691347930661685,3.0752,"inferior frontal gyrus, opercular part",0.9828064786308911,P07355,"[u'GO:0001525', u'GO:0001726', u'GO:0001765', u'GO:0001934', u'GO:0005509', u'GO:0005515', u'occurs_in(GO:0005886)', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'occurs_in(GO:0012506)|occurs_in(GO:0044220)', u'GO:0005544', u'GO:0005546', u'GO:0005604', u'GO:0005615', u'GO:0005634', u'GO:0005765', u'GO:0005768', u'GO:0005769', u'GO:0005811', u'GO:0005886', u'GO:0005938', u'GO:0006900', u'GO:0007589', u'GO:0008092', u'GO:0009986', u'GO:0016020', u'GO:0017137', u'GO:0019834', u'GO:0019897', u'GO:0030199', u'GO:0030496', u'GO:0031340', u'GO:0031902', u'GO:0031982', u'GO:0035749', u'GO:0036035', u'GO:0042383', u'GO:0042470', u'GO:0042730', u'GO:0043086', u'GO:0043086', u'GO:0043220', u'GO:0043234', u'GO:0044354', u'GO:0044548', u'GO:0044548', u'GO:0044822', u'GO:0048146', u'GO:0048306', u'GO:0048471', u'GO:0051099', u'GO:0051290', u'GO:0051290', u'GO:0070062', u'GO:0070062', u'GO:0070062', u'GO:0070062', u'GO:0070062', u'dependent_on(GO:0035584),part_of(CL:0002372)', u'GO:0070062', u'GO:0070062', u'GO:0072661', u'GO:0031012', u'GO:0045121']"
182186,parahippocampal gyrus,ANXA3,8.8491,1.1874231905394206,7.8544,lateral tuberal nucleus,0.8488625267703642,P12429,"[u'GO:0005509', u'GO:0005544', u'GO:0005544', u'GO:0005737', u'GO:0005737', u'GO:0005886', u'GO:0006909', u'GO:0010595', u'GO:0016020', u'GO:0019834', u'GO:0030670', u'GO:0042581', u'GO:0042742', u'GO:0043086', u'GO:0043086', u'GO:0043312', u'GO:0045766', u'GO:0048306', u'GO:0051091', u'GO:0070062', u'GO:0070062', u'GO:0070062']"
182249,parahippocampal gyrus,EMC8,2.3518,1.2584437948997804,3.0338,lateral tuberal nucleus,0.9986733803767089,O43402,"[u'GO:0005634', u'GO:0005737', u'GO:0005737', u'GO:0005739', u'GO:0016020', u'GO:0072546']"
182330,parahippocampal gyrus,RPA2,8.5049,1.057851304311576,7.7758,dentate gyrus,0.8187384089630872,P15927,"[u'GO:0000082', u'GO:0000278', u'GO:0000718', u'GO:0000722', u'GO:0000722', u'GO:0000723', u'GO:0000723', u'GO:0000724', u'GO:0000724', u'GO:0000730', u'GO:0003684', u'GO:0003697', u'GO:0003697', u'GO:0003697', u'GO:0005662', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'occurs_in(GO:0005634)', u'GO:0005515', u'occurs_in(GO:0005662)', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'occurs_in(GO:0005662)', u'GO:0005515', u'GO:0005515', u'occurs_in(GO:0005662)', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'occurs_in(GO:0005662)', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005634', u'GO:0005654', u'GO:0005654', u'GO:0005654', u'GO:0005654', u'GO:0005654', u'GO:0005654', u'GO:0005654', u'GO:0005654', u'GO:0005654', u'GO:0005654', u'GO:0005654', u'GO:0005654', u'GO:0005654', u'GO:0005654', u'GO:0005654', u'GO:0005654', u'GO:0005654', u'GO:0005654', u'GO:0005654', u'GO:0005654', u'GO:0005654', u'GO:0005654', u'GO:0005654', u'GO:0005654', u'GO:0005654', u'GO:0005654', u'GO:0005654', u'GO:0005654', u'GO:0005662', u'GO:0005662', u'GO:0005662', u'GO:0006260', u'GO:0006260', u'GO:0006260', u'GO:0006271', u'GO:0006281', u'GO:0006283', u'GO:0006284', u'GO:0006289', u'GO:0006289', u'GO:0006297', u'GO:0006298', u'GO:0006298', u'GO:0006298', u'GO:0006298', u'GO:0006302', u'GO:0010569', u'GO:0016605', u'GO:0019899', u'GO:0019899', u'GO:0019903', u'GO:0031571', u'GO:0031625', u'GO:0032201', u'GO:0034605', u'GO:0047485', u'GO:1900034', u'GO:2000001', u'GO:0000781', u'GO:0016605', u'GO:0035861']"
182720,parahippocampal gyrus,HOMER3,2.9906,1.01797162487553,3.0623,"inferior frontal gyrus, opercular part",0.9877505132328489,Q9NSC5,"[u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005575', u'GO:0005737', u'GO:0005829', u'GO:0005886', u'GO:0006605', u'GO:0007216', u'GO:0008022', u'GO:0019904', u'GO:0030054', u'GO:0035256', u'GO:0045178', u'GO:0045211', u'GO:0097481', u'GO:2001256']"
182992,parahippocampal gyrus,ITM2A,2.55,1.1838326738935085,3.4545,substantia nigra,0.8374365309934841,O43736,"[u'GO:0005515', u'GO:0016021']"
183094,parahippocampal gyrus,KIN,8.6251,1.1030998247200217,8.2307,"paracentral lobule, anterior part",0.9930826989189442,O60870,"[u'GO:0003677', u'GO:0003690', u'GO:0003723', u'GO:0005634', u'GO:0005737', u'GO:0006260', u'GO:0006281', u'GO:0006310', u'GO:0006397', u'GO:0006974', u'GO:0016032', u'GO:0016363', u'GO:0043231', u'GO:0046872']"
183121,parahippocampal gyrus,IFI27,2.5171,1.1962176682482328,3.0697,"globus pallidus, internal segment",0.984914400360408,A0A087WUJ8,[u'GO:0016021']
183301,parahippocampal gyrus,ELK3,1.9376,1.4143667329461869,5.7875,substantia nigra,0.05670554081793382,P41970,"[u'GO:0000978', u'GO:0000981', u'GO:0001077', u'GO:0001525', u'GO:0003700', u'GO:0003714', u'GO:0005515', u'GO:0005634', u'GO:0032422', u'GO:0005654', u'GO:0005739', u'GO:0006357', u'GO:0006366', u'GO:0007165', u'GO:0030154', u'GO:0032422', u'GO:0042060', u'GO:0043231', u'GO:0045892', u'GO:0045944']"
183361,parahippocampal gyrus,NOVA1,2.1013,1.352742916050492,3.2071,inferior olivary complex,0.9322546829721144,P51513,"[u'GO:0000398', u'GO:0003723', u'GO:0003729', u'GO:0005634', u'GO:0005730', u'GO:0006396', u'GO:0007268', u'GO:0007626', u'GO:0008380', u'GO:0043231', u'GO:0044822', u'GO:0051252']"
183593,parahippocampal gyrus,NOTCH2,12.3342,2.49936677186615,4.8367,substantia nigra,0.307696637441087,A0A087WV16,[u'GO:0005509']
183887,parahippocampal gyrus,NPY,2.9921,1.017406959479418,3.1375,postcentral gyrus,0.9589294743129094,P01303,"[u'GO:0004930', u'GO:0005102', u'GO:0005102', u'GO:0005184', u'GO:0005246', u'GO:0005576', u'GO:0005576', u'GO:0005576', u'GO:0005576', u'GO:0005615', u'GO:0005615', u'GO:0005623', u'GO:0005794', u'GO:0006816', u'GO:0006928', u'GO:0007187', u'GO:0007218', u'GO:0007268', u'GO:0007586', u'GO:0007610', u'GO:0007631', u'GO:0008015', u'GO:0008217', u'GO:0008283', u'GO:0008343', u'GO:0021954', u'GO:0021987', u'GO:0031175', u'GO:0031841', u'GO:0032098', u'GO:0032100']"
183986,parahippocampal gyrus,CNOT4,2.5021,1.2018643222093532,3.12,basomedial nucleus,0.9656364979977358,A0A0A0MRD2, 
184346,parahippocampal gyrus,DRAP1,2.9835,1.0206443744171272,3.1889,postcentral gyrus,0.939229987604334,Q14919,"[u'GO:0000122', u'GO:0003677', u'GO:0003700', u'GO:0003714', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005634', u'GO:0006351', u'GO:0008134', u'GO:0043565', u'GO:0046982']"
184676,parahippocampal gyrus,CGA,2.4905,1.2062310679392865,3.895,substantia nigra,0.6686111633839986,A0A087WYZ4,"[u'GO:0005179', u'GO:0005576']"
184766,parahippocampal gyrus,ACADSB,9.2289,1.3303964688349907,7.8697,dentate gyrus,0.8547263817633838,P45954,"[u'GO:0003995', u'GO:0005739', u'GO:0005759', u'GO:0006631', u'GO:0009083', u'GO:0034641', u'GO:0044281', u'GO:0050660', u'GO:0055114', u'GO:0070062']"
184886,parahippocampal gyrus,HIST1H2BH,1.7527,1.4839711541069318,3.402,caudal group of intralaminar nuclei,0.8575576020479629,Q93079,"[u'GO:0000786', u'GO:0003677', u'GO:0005634', u'GO:0005654', u'GO:0006325', u'GO:0006334', u'GO:0046982', u'GO:0070062', u'GO:0070062']"
185166,parahippocampal gyrus,SCHIP1,2.7798,1.0973259352091431,3.0905,substantia nigra,0.9769426236378715,Q9P0W5,"[u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005737', u'GO:0008150', u'GO:0042802', u'GO:0042802']"
185216,parahippocampal gyrus,PPP1R14A,2.1535,1.3330925602657928,3.076,lateral tuberal nucleus,0.9824998718338706,Q96A00,"[u'GO:0004864', u'GO:0005737', u'GO:0042325', u'GO:0043086']"
185315,parahippocampal gyrus,NAGK,2.7509,1.1082051551742351,3.1035,basomedial nucleus,0.9719602631862864,Q9UJ70,"[u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005524', u'GO:0006044', u'GO:0006051', u'GO:0009384', u'GO:0019262', u'GO:0019262', u'GO:0045127', u'GO:0046835', u'GO:0046835', u'GO:0046835', u'GO:0070062', u'GO:0070062']"
185585,parahippocampal gyrus,TNFRSF8,2.8255,1.080122462807596,3.601,lateral tuberal nucleus,0.7812891612890809,P28908,"[u'GO:0004888', u'GO:0005737', u'GO:0005886', u'GO:0007165', u'GO:0008285', u'GO:0016021', u'GO:0042535', u'GO:0043065', u'GO:0045556', u'GO:0070062', u'GO:0071260']"
185865,parahippocampal gyrus,SCN2A,2.7882,1.0941638089909156,3.071,substantia nigra,0.9844161643152495,Q99250,"[u'GO:0001518', u'GO:0005248', u'GO:0005248', u'GO:0005886', u'GO:0005887', u'GO:0006814', u'GO:0008627', u'GO:0014704', u'GO:0019228', u'GO:0030315', u'GO:0030424', u'GO:0031226', u'GO:0033268', u'GO:0033270', u'GO:0034706', u'GO:0034765', u'GO:0035725', u'GO:0035725', u'GO:0042552', u'GO:0051402', u'GO:0086010']"
186105,parahippocampal gyrus,SCN1B,2.6471,1.1472800005851886,3.113,lateral tuberal nucleus,0.9683193074716663,Q07699,"[u'GO:0001518', u'GO:0001518', u'GO:0005248', u'GO:0005248', u'GO:0005576', u'GO:0007155', u'GO:0007268', u'GO:0007411', u'GO:0007411', u'GO:0010765', u'GO:0010976', u'GO:0014704', u'GO:0017080', u'GO:0017080', u'GO:0019227', u'GO:0019871', u'GO:0021966', u'GO:0030315', u'GO:0033268', u'GO:0035725', u'GO:0035725', u'GO:0035725', u'GO:0035725', u'GO:0040011', u'GO:0046684', u'GO:0051899', u'GO:0060048', u'GO:0060307', u'GO:0060371', u'GO:0060371', u'GO:0061337', u'GO:0086002', u'GO:0086006', u'GO:0086012', u'GO:0086047', u'GO:0086062', u'GO:0086091', u'GO:2000649']"
186115,parahippocampal gyrus,SCN1A,2.2785,1.286037110589789,3.0605,fastigial nucleus,0.9884403785261452,P35498,"[u'GO:0001518', u'GO:0005248', u'GO:0005886', u'GO:0006814', u'GO:0007628', u'GO:0014704', u'GO:0019227', u'GO:0019228', u'GO:0030018', u'GO:0030315', u'GO:0033268', u'GO:0034765', u'GO:0035725', u'GO:0035725', u'GO:0035725', u'GO:0035725', u'GO:0043025', u'GO:0043194', u'GO:0050884', u'GO:0086010']"
186493,parahippocampal gyrus,SH3GL3,2.7273,1.1170892240730645,3.2036,substantia nigra,0.9335960877090799,Q99963,"[u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'GO:0005515', u'occurs_in(GO:0005886)', u'GO:0006897', u'GO:0007165', u'GO:0007417', u'GO:0008289', u'GO:0031901', u'GO:0042802', u'GO:0042802', u'GO:0070062']"
